AssetID,DownloadAttribute,Filetype,Size,PrettyDownloadLink,RawDownloadLink
OutdoorHDRI028,12K-HDR,exr,289182090,https://ambientCG.com/get?file=OutdoorHDRI028_12K-HDR.exr,https://cdn3.struffelproductions.com/file/ambientCG/download/OutdoorHDRI028_quh4lx5y/OutdoorHDRI028_12K-HDR.exr
OutdoorHDRI028,16K-HDR,exr,520150194,https://ambientCG.com/get?file=OutdoorHDRI028_16K-HDR.exr,https://cdn3.struffelproductions.com/file/ambientCG/download/OutdoorHDRI028_quh4lx5y/OutdoorHDRI028_16K-HDR.exr
OutdoorHDRI028,1K-HDR,exr,2083462,https://ambientCG.com/get?file=OutdoorHDRI028_1K-HDR.exr,https://cdn3.struffelproductions.com/file/ambientCG/download/OutdoorHDRI028_quh4lx5y/OutdoorHDRI028_1K-HDR.exr
OutdoorHDRI028,2K-HDR,exr,8278611,https://ambientCG.com/get?file=OutdoorHDRI028_2K-HDR.exr,https://cdn3.struffelproductions.com/file/ambientCG/download/OutdoorHDRI028_quh4lx5y/OutdoorHDRI028_2K-HDR.exr
OutdoorHDRI028,4K-HDR,exr,33119954,https://ambientCG.com/get?file=OutdoorHDRI028_4K-HDR.exr,https://cdn3.struffelproductions.com/file/ambientCG/download/OutdoorHDRI028_quh4lx5y/OutdoorHDRI028_4K-HDR.exr
OutdoorHDRI028,8K-HDR,exr,132623485,https://ambientCG.com/get?file=OutdoorHDRI028_8K-HDR.exr,https://cdn3.struffelproductions.com/file/ambientCG/download/OutdoorHDRI028_quh4lx5y/OutdoorHDRI028_8K-HDR.exr
OutdoorHDRI028,12K-TONEMAPPED,jpg,43329279,https://ambientCG.com/get?file=OutdoorHDRI028_12K-TONEMAPPED.jpg,https://cdn3.struffelproductions.com/file/ambientCG/download/OutdoorHDRI028_quh4lx5y/OutdoorHDRI028_12K-TONEMAPPED.jpg
OutdoorHDRI028,16K-TONEMAPPED,jpg,77259770,https://ambientCG.com/get?file=OutdoorHDRI028_16K-TONEMAPPED.jpg,https://cdn3.struffelproductions.com/file/ambientCG/download/OutdoorHDRI028_quh4lx5y/OutdoorHDRI028_16K-TONEMAPPED.jpg
OutdoorHDRI028,1K-TONEMAPPED,jpg,326699,https://ambientCG.com/get?file=OutdoorHDRI028_1K-TONEMAPPED.jpg,https://cdn3.struffelproductions.com/file/ambientCG/download/OutdoorHDRI028_quh4lx5y/OutdoorHDRI028_1K-TONEMAPPED.jpg
OutdoorHDRI028,2K-TONEMAPPED,jpg,1281898,https://ambientCG.com/get?file=OutdoorHDRI028_2K-TONEMAPPED.jpg,https://cdn3.struffelproductions.com/file/ambientCG/download/OutdoorHDRI028_quh4lx5y/OutdoorHDRI028_2K-TONEMAPPED.jpg
OutdoorHDRI028,4K-TONEMAPPED,jpg,5063144,https://ambientCG.com/get?file=OutdoorHDRI028_4K-TONEMAPPED.jpg,https://cdn3.struffelproductions.com/file/ambientCG/download/OutdoorHDRI028_quh4lx5y/OutdoorHDRI028_4K-TONEMAPPED.jpg
OutdoorHDRI028,8K-TONEMAPPED,jpg,19829877,https://ambientCG.com/get?file=OutdoorHDRI028_8K-TONEMAPPED.jpg,https://cdn3.struffelproductions.com/file/ambientCG/download/OutdoorHDRI028_quh4lx5y/OutdoorHDRI028_8K-TONEMAPPED.jpg
OutdoorHDRI024,12K-HDR,exr,236900107,https://ambientCG.com/get?file=OutdoorHDRI024_12K-HDR.exr,https://cdn3.struffelproductions.com/file/ambientCG/download/OutdoorHDRI024_lntihmye/OutdoorHDRI024_12K-HDR.exr
OutdoorHDRI024,16K-HDR,exr,421821498,https://ambientCG.com/get?file=OutdoorHDRI024_16K-HDR.exr,https://cdn3.struffelproductions.com/file/ambientCG/download/OutdoorHDRI024_lntihmye/OutdoorHDRI024_16K-HDR.exr
OutdoorHDRI024,1K-HDR,exr,1857902,https://ambientCG.com/get?file=OutdoorHDRI024_1K-HDR.exr,https://cdn3.struffelproductions.com/file/ambientCG/download/OutdoorHDRI024_lntihmye/OutdoorHDRI024_1K-HDR.exr
OutdoorHDRI024,2K-HDR,exr,7150564,https://ambientCG.com/get?file=OutdoorHDRI024_2K-HDR.exr,https://cdn3.struffelproductions.com/file/ambientCG/download/OutdoorHDRI024_lntihmye/OutdoorHDRI024_2K-HDR.exr
OutdoorHDRI024,4K-HDR,exr,28030491,https://ambientCG.com/get?file=OutdoorHDRI024_4K-HDR.exr,https://cdn3.struffelproductions.com/file/ambientCG/download/OutdoorHDRI024_lntihmye/OutdoorHDRI024_4K-HDR.exr
OutdoorHDRI024,8K-HDR,exr,109926431,https://ambientCG.com/get?file=OutdoorHDRI024_8K-HDR.exr,https://cdn3.struffelproductions.com/file/ambientCG/download/OutdoorHDRI024_lntihmye/OutdoorHDRI024_8K-HDR.exr
OutdoorHDRI024,12K-TONEMAPPED,jpg,40067615,https://ambientCG.com/get?file=OutdoorHDRI024_12K-TONEMAPPED.jpg,https://cdn3.struffelproductions.com/file/ambientCG/download/OutdoorHDRI024_lntihmye/OutdoorHDRI024_12K-TONEMAPPED.jpg
OutdoorHDRI024,16K-TONEMAPPED,jpg,69185638,https://ambientCG.com/get?file=OutdoorHDRI024_16K-TONEMAPPED.jpg,https://cdn3.struffelproductions.com/file/ambientCG/download/OutdoorHDRI024_lntihmye/OutdoorHDRI024_16K-TONEMAPPED.jpg
OutdoorHDRI024,1K-TONEMAPPED,jpg,314016,https://ambientCG.com/get?file=OutdoorHDRI024_1K-TONEMAPPED.jpg,https://cdn3.struffelproductions.com/file/ambientCG/download/OutdoorHDRI024_lntihmye/OutdoorHDRI024_1K-TONEMAPPED.jpg
OutdoorHDRI024,2K-TONEMAPPED,jpg,1210758,https://ambientCG.com/get?file=OutdoorHDRI024_2K-TONEMAPPED.jpg,https://cdn3.struffelproductions.com/file/ambientCG/download/OutdoorHDRI024_lntihmye/OutdoorHDRI024_2K-TONEMAPPED.jpg
OutdoorHDRI024,4K-TONEMAPPED,jpg,4778133,https://ambientCG.com/get?file=OutdoorHDRI024_4K-TONEMAPPED.jpg,https://cdn3.struffelproductions.com/file/ambientCG/download/OutdoorHDRI024_lntihmye/OutdoorHDRI024_4K-TONEMAPPED.jpg
OutdoorHDRI024,8K-TONEMAPPED,jpg,18433831,https://ambientCG.com/get?file=OutdoorHDRI024_8K-TONEMAPPED.jpg,https://cdn3.struffelproductions.com/file/ambientCG/download/OutdoorHDRI024_lntihmye/OutdoorHDRI024_8K-TONEMAPPED.jpg
Gravel032,1K-JPG,zip,9495894,https://ambientCG.com/get?file=Gravel032_1K-JPG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Gravel032_h2xs54z1/Gravel032_1K-JPG.zip
Gravel032,1K-PNG,zip,18284310,https://ambientCG.com/get?file=Gravel032_1K-PNG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Gravel032_h2xs54z1/Gravel032_1K-PNG.zip
Gravel032,2K-JPG,zip,35800150,https://ambientCG.com/get?file=Gravel032_2K-JPG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Gravel032_h2xs54z1/Gravel032_2K-JPG.zip
Gravel032,2K-PNG,zip,70953174,https://ambientCG.com/get?file=Gravel032_2K-PNG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Gravel032_h2xs54z1/Gravel032_2K-PNG.zip
Gravel032,4K-JPG,zip,132166038,https://ambientCG.com/get?file=Gravel032_4K-JPG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Gravel032_h2xs54z1/Gravel032_4K-JPG.zip
Gravel032,4K-PNG,zip,274728534,https://ambientCG.com/get?file=Gravel032_4K-PNG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Gravel032_h2xs54z1/Gravel032_4K-PNG.zip
Gravel032,8K-JPG,zip,471091286,https://ambientCG.com/get?file=Gravel032_8K-JPG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Gravel032_h2xs54z1/Gravel032_8K-JPG.zip
Gravel032,8K-PNG,zip,1047315414,https://ambientCG.com/get?file=Gravel032_8K-PNG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Gravel032_h2xs54z1/Gravel032_8K-PNG.zip
Ground049A,1K-JPG,zip,6880616,https://ambientCG.com/get?file=Ground049A_1K-JPG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Ground049A_69kqew4a/Ground049A_1K-JPG.zip
Ground049A,1K-PNG,zip,15718632,https://ambientCG.com/get?file=Ground049A_1K-PNG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Ground049A_69kqew4a/Ground049A_1K-PNG.zip
Ground049A,2K-JPG,zip,26357416,https://ambientCG.com/get?file=Ground049A_2K-JPG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Ground049A_69kqew4a/Ground049A_2K-JPG.zip
Ground049A,2K-PNG,zip,61300072,https://ambientCG.com/get?file=Ground049A_2K-PNG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Ground049A_69kqew4a/Ground049A_2K-PNG.zip
Ground049A,4K-JPG,zip,97831464,https://ambientCG.com/get?file=Ground049A_4K-JPG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Ground049A_69kqew4a/Ground049A_4K-JPG.zip
Ground049A,4K-PNG,zip,238096552,https://ambientCG.com/get?file=Ground049A_4K-PNG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Ground049A_69kqew4a/Ground049A_4K-PNG.zip
Ground049A,8K-JPG,zip,336422184,https://ambientCG.com/get?file=Ground049A_8K-JPG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Ground049A_69kqew4a/Ground049A_8K-JPG.zip
Ground049A,8K-PNG,zip,879649640,https://ambientCG.com/get?file=Ground049A_8K-PNG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Ground049A_69kqew4a/Ground049A_8K-PNG.zip
Ground049C,1K-JPG,zip,8188289,https://ambientCG.com/get?file=Ground049C_1K-JPG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Ground049C_378dg02w/Ground049C_1K-JPG.zip
Ground049C,1K-PNG,zip,16876097,https://ambientCG.com/get?file=Ground049C_1K-PNG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Ground049C_378dg02w/Ground049C_1K-PNG.zip
Ground049C,2K-JPG,zip,29619137,https://ambientCG.com/get?file=Ground049C_2K-JPG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Ground049C_378dg02w/Ground049C_2K-JPG.zip
Ground049C,2K-PNG,zip,64654337,https://ambientCG.com/get?file=Ground049C_2K-PNG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Ground049C_378dg02w/Ground049C_2K-PNG.zip
Ground049C,4K-JPG,zip,107950785,https://ambientCG.com/get?file=Ground049C_4K-JPG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Ground049C_378dg02w/Ground049C_4K-JPG.zip
Ground049C,4K-PNG,zip,249727425,https://ambientCG.com/get?file=Ground049C_4K-PNG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Ground049C_378dg02w/Ground049C_4K-PNG.zip
Ground049C,8K-JPG,zip,394163457,https://ambientCG.com/get?file=Ground049C_8K-JPG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Ground049C_378dg02w/Ground049C_8K-JPG.zip
Ground049C,8K-PNG,zip,963792807,https://ambientCG.com/get?file=Ground049C_8K-PNG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Ground049C_378dg02w/Ground049C_8K-PNG.zip
SkyOnlyHDRI021,12K-HDR,exr,82159679,https://ambientCG.com/get?file=SkyOnlyHDRI021_12K-HDR.exr,https://cdn3.struffelproductions.com/file/ambientCG/download/SkyOnlyHDRI021_647ua1my/SkyOnlyHDRI021_12K-HDR.exr
SkyOnlyHDRI021,16K-HDR,exr,147035772,https://ambientCG.com/get?file=SkyOnlyHDRI021_16K-HDR.exr,https://cdn3.struffelproductions.com/file/ambientCG/download/SkyOnlyHDRI021_647ua1my/SkyOnlyHDRI021_16K-HDR.exr
SkyOnlyHDRI021,1K-HDR,exr,647108,https://ambientCG.com/get?file=SkyOnlyHDRI021_1K-HDR.exr,https://cdn3.struffelproductions.com/file/ambientCG/download/SkyOnlyHDRI021_647ua1my/SkyOnlyHDRI021_1K-HDR.exr
SkyOnlyHDRI021,2K-HDR,exr,2433827,https://ambientCG.com/get?file=SkyOnlyHDRI021_2K-HDR.exr,https://cdn3.struffelproductions.com/file/ambientCG/download/SkyOnlyHDRI021_647ua1my/SkyOnlyHDRI021_2K-HDR.exr
SkyOnlyHDRI021,4K-HDR,exr,9693669,https://ambientCG.com/get?file=SkyOnlyHDRI021_4K-HDR.exr,https://cdn3.struffelproductions.com/file/ambientCG/download/SkyOnlyHDRI021_647ua1my/SkyOnlyHDRI021_4K-HDR.exr
SkyOnlyHDRI021,8K-HDR,exr,38680433,https://ambientCG.com/get?file=SkyOnlyHDRI021_8K-HDR.exr,https://cdn3.struffelproductions.com/file/ambientCG/download/SkyOnlyHDRI021_647ua1my/SkyOnlyHDRI021_8K-HDR.exr
SkyOnlyHDRI021,12K-TONEMAPPED,jpg,18048482,https://ambientCG.com/get?file=SkyOnlyHDRI021_12K-TONEMAPPED.jpg,https://cdn3.struffelproductions.com/file/ambientCG/download/SkyOnlyHDRI021_647ua1my/SkyOnlyHDRI021_12K-TONEMAPPED.jpg
SkyOnlyHDRI021,16K-TONEMAPPED,jpg,35957048,https://ambientCG.com/get?file=SkyOnlyHDRI021_16K-TONEMAPPED.jpg,https://cdn3.struffelproductions.com/file/ambientCG/download/SkyOnlyHDRI021_647ua1my/SkyOnlyHDRI021_16K-TONEMAPPED.jpg
SkyOnlyHDRI021,1K-TONEMAPPED,jpg,81404,https://ambientCG.com/get?file=SkyOnlyHDRI021_1K-TONEMAPPED.jpg,https://cdn3.struffelproductions.com/file/ambientCG/download/SkyOnlyHDRI021_647ua1my/SkyOnlyHDRI021_1K-TONEMAPPED.jpg
SkyOnlyHDRI021,2K-TONEMAPPED,jpg,424251,https://ambientCG.com/get?file=SkyOnlyHDRI021_2K-TONEMAPPED.jpg,https://cdn3.struffelproductions.com/file/ambientCG/download/SkyOnlyHDRI021_647ua1my/SkyOnlyHDRI021_2K-TONEMAPPED.jpg
SkyOnlyHDRI021,4K-TONEMAPPED,jpg,1817642,https://ambientCG.com/get?file=SkyOnlyHDRI021_4K-TONEMAPPED.jpg,https://cdn3.struffelproductions.com/file/ambientCG/download/SkyOnlyHDRI021_647ua1my/SkyOnlyHDRI021_4K-TONEMAPPED.jpg
SkyOnlyHDRI021,8K-TONEMAPPED,jpg,7547771,https://ambientCG.com/get?file=SkyOnlyHDRI021_8K-TONEMAPPED.jpg,https://cdn3.struffelproductions.com/file/ambientCG/download/SkyOnlyHDRI021_647ua1my/SkyOnlyHDRI021_8K-TONEMAPPED.jpg
Bricks075A,12K-JPG,zip,438616777,https://ambientCG.com/get?file=Bricks075A_12K-JPG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Bricks075A_x0i8u9ln/Bricks075A_12K-JPG.zip
Bricks075A,12K-PNG,zip,1084812809,https://ambientCG.com/get?file=Bricks075A_12K-PNG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Bricks075A_x0i8u9ln/Bricks075A_12K-PNG.zip
Bricks075A,16K-JPG,zip,797777097,https://ambientCG.com/get?file=Bricks075A_16K-JPG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Bricks075A_x0i8u9ln/Bricks075A_16K-JPG.zip
Bricks075A,16K-PNG,zip,1840894281,https://ambientCG.com/get?file=Bricks075A_16K-PNG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Bricks075A_x0i8u9ln/Bricks075A_16K-PNG.zip
Bricks075A,1K-JPG,zip,4250433,https://ambientCG.com/get?file=Bricks075A_1K-JPG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Bricks075A_x0i8u9ln/Bricks075A_1K-JPG.zip
Bricks075A,1K-PNG,zip,8691905,https://ambientCG.com/get?file=Bricks075A_1K-PNG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Bricks075A_x0i8u9ln/Bricks075A_1K-PNG.zip
Bricks075A,2K-JPG,zip,15265473,https://ambientCG.com/get?file=Bricks075A_2K-JPG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Bricks075A_x0i8u9ln/Bricks075A_2K-JPG.zip
Bricks075A,2K-PNG,zip,33084865,https://ambientCG.com/get?file=Bricks075A_2K-PNG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Bricks075A_x0i8u9ln/Bricks075A_2K-PNG.zip
Bricks075A,4K-JPG,zip,56594113,https://ambientCG.com/get?file=Bricks075A_4K-JPG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Bricks075A_x0i8u9ln/Bricks075A_4K-JPG.zip
Bricks075A,4K-PNG,zip,128425857,https://ambientCG.com/get?file=Bricks075A_4K-PNG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Bricks075A_x0i8u9ln/Bricks075A_4K-PNG.zip
Bricks075A,8K-JPG,zip,208383809,https://ambientCG.com/get?file=Bricks075A_8K-JPG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Bricks075A_x0i8u9ln/Bricks075A_8K-JPG.zip
Bricks075A,8K-PNG,zip,496324225,https://ambientCG.com/get?file=Bricks075A_8K-PNG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Bricks075A_x0i8u9ln/Bricks075A_8K-PNG.zip
PavingStones111,12K-JPG,zip,431757359,https://ambientCG.com/get?file=PavingStones111_12K-JPG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/PavingStones111_rfu4c3jb/PavingStones111_12K-JPG.zip
PavingStones111,12K-PNG,zip,1114903663,https://ambientCG.com/get?file=PavingStones111_12K-PNG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/PavingStones111_rfu4c3jb/PavingStones111_12K-PNG.zip
PavingStones111,1K-JPG,zip,3445223,https://ambientCG.com/get?file=PavingStones111_1K-JPG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/PavingStones111_rfu4c3jb/PavingStones111_1K-JPG.zip
PavingStones111,1K-PNG,zip,8247719,https://ambientCG.com/get?file=PavingStones111_1K-PNG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/PavingStones111_rfu4c3jb/PavingStones111_1K-PNG.zip
PavingStones111,2K-JPG,zip,14553575,https://ambientCG.com/get?file=PavingStones111_2K-JPG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/PavingStones111_rfu4c3jb/PavingStones111_2K-JPG.zip
PavingStones111,2K-PNG,zip,33387175,https://ambientCG.com/get?file=PavingStones111_2K-PNG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/PavingStones111_rfu4c3jb/PavingStones111_2K-PNG.zip
PavingStones111,4K-JPG,zip,61164711,https://ambientCG.com/get?file=PavingStones111_4K-JPG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/PavingStones111_rfu4c3jb/PavingStones111_4K-JPG.zip
PavingStones111,4K-PNG,zip,134077991,https://ambientCG.com/get?file=PavingStones111_4K-PNG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/PavingStones111_rfu4c3jb/PavingStones111_4K-PNG.zip
PavingStones111,8K-JPG,zip,220668775,https://ambientCG.com/get?file=PavingStones111_8K-JPG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/PavingStones111_rfu4c3jb/PavingStones111_8K-JPG.zip
PavingStones111,8K-PNG,zip,515887783,https://ambientCG.com/get?file=PavingStones111_8K-PNG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/PavingStones111_rfu4c3jb/PavingStones111_8K-PNG.zip
OutdoorHDRI027,12K-HDR,exr,232485591,https://ambientCG.com/get?file=OutdoorHDRI027_12K-HDR.exr,https://cdn3.struffelproductions.com/file/ambientCG/download/OutdoorHDRI027_yet45uh7/OutdoorHDRI027_12K-HDR.exr
OutdoorHDRI027,16K-HDR,exr,410391515,https://ambientCG.com/get?file=OutdoorHDRI027_16K-HDR.exr,https://cdn3.struffelproductions.com/file/ambientCG/download/OutdoorHDRI027_yet45uh7/OutdoorHDRI027_16K-HDR.exr
OutdoorHDRI027,1K-HDR,exr,1792839,https://ambientCG.com/get?file=OutdoorHDRI027_1K-HDR.exr,https://cdn3.struffelproductions.com/file/ambientCG/download/OutdoorHDRI027_yet45uh7/OutdoorHDRI027_1K-HDR.exr
OutdoorHDRI027,2K-HDR,exr,6965567,https://ambientCG.com/get?file=OutdoorHDRI027_2K-HDR.exr,https://cdn3.struffelproductions.com/file/ambientCG/download/OutdoorHDRI027_yet45uh7/OutdoorHDRI027_2K-HDR.exr
OutdoorHDRI027,4K-HDR,exr,27585744,https://ambientCG.com/get?file=OutdoorHDRI027_4K-HDR.exr,https://cdn3.struffelproductions.com/file/ambientCG/download/OutdoorHDRI027_yet45uh7/OutdoorHDRI027_4K-HDR.exr
OutdoorHDRI027,8K-HDR,exr,108235792,https://ambientCG.com/get?file=OutdoorHDRI027_8K-HDR.exr,https://cdn3.struffelproductions.com/file/ambientCG/download/OutdoorHDRI027_yet45uh7/OutdoorHDRI027_8K-HDR.exr
OutdoorHDRI027,12K-TONEMAPPED,jpg,38000971,https://ambientCG.com/get?file=OutdoorHDRI027_12K-TONEMAPPED.jpg,https://cdn3.struffelproductions.com/file/ambientCG/download/OutdoorHDRI027_yet45uh7/OutdoorHDRI027_12K-TONEMAPPED.jpg
OutdoorHDRI027,16K-TONEMAPPED,jpg,62862300,https://ambientCG.com/get?file=OutdoorHDRI027_16K-TONEMAPPED.jpg,https://cdn3.struffelproductions.com/file/ambientCG/download/OutdoorHDRI027_yet45uh7/OutdoorHDRI027_16K-TONEMAPPED.jpg
OutdoorHDRI027,1K-TONEMAPPED,jpg,286111,https://ambientCG.com/get?file=OutdoorHDRI027_1K-TONEMAPPED.jpg,https://cdn3.struffelproductions.com/file/ambientCG/download/OutdoorHDRI027_yet45uh7/OutdoorHDRI027_1K-TONEMAPPED.jpg
OutdoorHDRI027,2K-TONEMAPPED,jpg,1141011,https://ambientCG.com/get?file=OutdoorHDRI027_2K-TONEMAPPED.jpg,https://cdn3.struffelproductions.com/file/ambientCG/download/OutdoorHDRI027_yet45uh7/OutdoorHDRI027_2K-TONEMAPPED.jpg
OutdoorHDRI027,4K-TONEMAPPED,jpg,4595614,https://ambientCG.com/get?file=OutdoorHDRI027_4K-TONEMAPPED.jpg,https://cdn3.struffelproductions.com/file/ambientCG/download/OutdoorHDRI027_yet45uh7/OutdoorHDRI027_4K-TONEMAPPED.jpg
OutdoorHDRI027,8K-TONEMAPPED,jpg,17669000,https://ambientCG.com/get?file=OutdoorHDRI027_8K-TONEMAPPED.jpg,https://cdn3.struffelproductions.com/file/ambientCG/download/OutdoorHDRI027_yet45uh7/OutdoorHDRI027_8K-TONEMAPPED.jpg
Ground049B,1K-JPG,zip,6991967,https://ambientCG.com/get?file=Ground049B_1K-JPG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Ground049B_irkm0x47/Ground049B_1K-JPG.zip
Ground049B,1K-PNG,zip,15803039,https://ambientCG.com/get?file=Ground049B_1K-PNG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Ground049B_irkm0x47/Ground049B_1K-PNG.zip
Ground049B,2K-JPG,zip,26595935,https://ambientCG.com/get?file=Ground049B_2K-JPG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Ground049B_irkm0x47/Ground049B_2K-JPG.zip
Ground049B,2K-PNG,zip,61525599,https://ambientCG.com/get?file=Ground049B_2K-PNG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Ground049B_irkm0x47/Ground049B_2K-PNG.zip
Ground049B,4K-JPG,zip,98459423,https://ambientCG.com/get?file=Ground049B_4K-JPG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Ground049B_irkm0x47/Ground049B_4K-JPG.zip
Ground049B,4K-PNG,zip,238764447,https://ambientCG.com/get?file=Ground049B_4K-PNG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Ground049B_irkm0x47/Ground049B_4K-PNG.zip
Ground049B,8K-JPG,zip,339143327,https://ambientCG.com/get?file=Ground049B_8K-JPG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Ground049B_irkm0x47/Ground049B_8K-JPG.zip
Ground049B,8K-PNG,zip,889591327,https://ambientCG.com/get?file=Ground049B_8K-PNG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Ground049B_irkm0x47/Ground049B_8K-PNG.zip
Planks023A,1K-JPG,zip,5373771,https://ambientCG.com/get?file=Planks023A_1K-JPG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Planks023A_296vgoln/Planks023A_1K-JPG.zip
Planks023A,1K-PNG,zip,13870923,https://ambientCG.com/get?file=Planks023A_1K-PNG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Planks023A_296vgoln/Planks023A_1K-PNG.zip
Planks023A,2K-JPG,zip,21540555,https://ambientCG.com/get?file=Planks023A_2K-JPG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Planks023A_296vgoln/Planks023A_2K-JPG.zip
Planks023A,2K-PNG,zip,54981707,https://ambientCG.com/get?file=Planks023A_2K-PNG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Planks023A_296vgoln/Planks023A_2K-PNG.zip
Planks023A,4K-JPG,zip,86271883,https://ambientCG.com/get?file=Planks023A_4K-JPG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Planks023A_296vgoln/Planks023A_4K-JPG.zip
Planks023A,4K-PNG,zip,218910795,https://ambientCG.com/get?file=Planks023A_4K-PNG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Planks023A_296vgoln/Planks023A_4K-PNG.zip
Planks023A,8K-JPG,zip,360158923,https://ambientCG.com/get?file=Planks023A_8K-JPG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Planks023A_296vgoln/Planks023A_8K-JPG.zip
Planks023A,8K-PNG,zip,872446027,https://ambientCG.com/get?file=Planks023A_8K-PNG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Planks023A_296vgoln/Planks023A_8K-PNG.zip
Wood066,1K-JPG,zip,4804330,https://ambientCG.com/get?file=Wood066_1K-JPG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Wood066_9tqzde2s/Wood066_1K-JPG.zip
Wood066,1K-PNG,zip,13763306,https://ambientCG.com/get?file=Wood066_1K-PNG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Wood066_9tqzde2s/Wood066_1K-PNG.zip
Wood066,2K-JPG,zip,20717610,https://ambientCG.com/get?file=Wood066_2K-JPG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Wood066_9tqzde2s/Wood066_2K-JPG.zip
Wood066,2K-PNG,zip,56568362,https://ambientCG.com/get?file=Wood066_2K-PNG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Wood066_9tqzde2s/Wood066_2K-PNG.zip
Wood066,4K-JPG,zip,82973226,https://ambientCG.com/get?file=Wood066_4K-JPG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Wood066_9tqzde2s/Wood066_4K-JPG.zip
Wood066,4K-PNG,zip,224709226,https://ambientCG.com/get?file=Wood066_4K-PNG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Wood066_9tqzde2s/Wood066_4K-PNG.zip
Wood066,8K-JPG,zip,357067690,https://ambientCG.com/get?file=Wood066_8K-JPG.zip,https://cdn3.struffelproductions.com/file/ambientCG/download/Wood066_9tqzde2s/Wood066_8K-JPG.zip
